city_ascii,Defining Parameter,Date,AQI
Americus,Ozone,2003-09-14,53.714285714285715
Americus,Ozone,2003-09-21,66.71428571428571
Americus,Ozone,2003-09-28,39.42857142857143
Americus,Ozone,2003-10-05,55.142857142857146
Americus,Ozone,2003-10-12,34.285714285714285
Americus,Ozone,2003-10-19,47.57142857142857
Americus,Ozone,2003-10-26,52.0
Americus,Ozone,2003-11-02,32.2
Americus,Ozone,2004-03-07,44.857142857142854
Americus,Ozone,2004-03-14,65.0
Americus,Ozone,2004-03-21,57.142857142857146
Americus,Ozone,2004-03-28,47.42857142857143
Americus,Ozone,2004-04-04,56.42857142857143
Americus,Ozone,2004-04-11,69.57142857142857
Americus,Ozone,2004-04-18,74.14285714285714
Americus,Ozone,2004-04-25,58.857142857142854
Americus,Ozone,2004-05-02,49.714285714285715
Americus,Ozone,2004-05-09,79.28571428571429
Americus,Ozone,2004-05-16,44.0
Americus,Ozone,2004-05-23,42.57142857142857
Americus,Ozone,2004-05-30,42.714285714285715
Americus,Ozone,2004-06-06,43.714285714285715
Americus,Ozone,2004-06-13,40.857142857142854
Americus,Ozone,2004-06-20,34.857142857142854
Americus,Ozone,2004-06-27,28.571428571428573
Americus,Ozone,2004-07-04,26.428571428571427
Americus,Ozone,2004-07-11,35.857142857142854
Americus,Ozone,2004-07-18,39.714285714285715
Americus,Ozone,2004-07-25,80.0
Americus,Ozone,2004-08-01,33.714285714285715
Americus,Ozone,2004-08-08,50.285714285714285
Americus,Ozone,2004-08-15,35.0
Americus,Ozone,2004-08-22,42.2
Americus,Ozone,2004-08-29,40.5
Americus,Ozone,2004-09-05,31.428571428571427
Americus,Ozone,2004-09-12,28.5
Americus,Ozone,2004-09-19,29.285714285714285
Americus,Ozone,2004-09-26,46.57142857142857
Americus,Ozone,2004-10-03,40.857142857142854
Americus,Ozone,2004-10-10,38.42857142857143
Americus,Ozone,2004-10-17,36.57142857142857
Americus,Ozone,2004-10-24,30.857142857142858
Americus,Ozone,2004-10-31,35.0
Americus,Ozone,2005-03-06,41.833333333333336
Americus,Ozone,2005-03-13,45.857142857142854
Americus,Ozone,2005-03-20,36.714285714285715
Americus,Ozone,2005-03-27,40.857142857142854
Americus,Ozone,2005-04-03,53.42857142857143
Americus,Ozone,2005-04-10,59.285714285714285
Americus,Ozone,2005-04-17,58.857142857142854
Americus,Ozone,2005-04-24,72.42857142857143
Americus,Ozone,2005-05-01,54.714285714285715
Americus,Ozone,2005-05-08,69.14285714285714
Americus,Ozone,2005-05-15,69.14285714285714
Americus,Ozone,2005-05-22,53.0
Americus,Ozone,2005-05-29,72.71428571428571
Americus,Ozone,2005-06-05,28.857142857142858
Americus,Ozone,2005-06-12,26.0
Americus,Ozone,2005-06-19,49.142857142857146
Americus,Ozone,2005-06-26,74.14285714285714
Americus,Ozone,2005-07-03,33.714285714285715
Americus,Ozone,2005-07-10,26.428571428571427
Americus,Ozone,2005-07-17,21.714285714285715
Americus,Ozone,2005-07-24,36.42857142857143
Americus,Ozone,2005-07-31,41.714285714285715
Americus,Ozone,2005-08-07,27.285714285714285
Americus,Ozone,2005-08-14,33.285714285714285
Americus,Ozone,2005-08-21,46.285714285714285
Americus,Ozone,2005-08-28,34.285714285714285
Americus,Ozone,2005-09-04,49.42857142857143
Americus,Ozone,2005-09-11,57.0
Americus,Ozone,2005-09-18,62.0
Americus,Ozone,2005-09-25,32.42857142857143
Americus,Ozone,2005-10-02,30.0
Americus,Ozone,2005-10-09,23.714285714285715
Americus,Ozone,2005-10-16,35.714285714285715
Americus,Ozone,2005-10-23,57.714285714285715
Americus,Ozone,2005-10-30,36.714285714285715
Americus,Ozone,2006-03-05,49.0
Americus,Ozone,2006-03-12,51.42857142857143
Americus,Ozone,2006-03-19,51.0
Americus,Ozone,2006-03-26,46.0
Americus,Ozone,2006-04-02,53.0
Americus,Ozone,2006-04-09,63.0
Americus,Ozone,2006-04-16,48.4
Americus,Ozone,2006-04-23,58.285714285714285
Americus,Ozone,2006-04-30,63.57142857142857
Americus,Ozone,2006-05-07,53.42857142857143
Americus,Ozone,2006-05-14,41.285714285714285
Americus,Ozone,2006-05-21,48.714285714285715
Americus,Ozone,2006-05-28,55.285714285714285
Americus,Ozone,2006-06-04,61.714285714285715
Americus,Ozone,2006-06-11,92.14285714285714
Americus,Ozone,2006-06-18,65.0
Americus,Ozone,2006-06-25,66.71428571428571
Americus,Ozone,2006-07-02,94.71428571428571
Americus,Ozone,2006-07-09,62.0
Americus,Ozone,2006-07-16,55.57142857142857
Americus,Ozone,2006-07-23,67.14285714285714
Americus,Ozone,2006-07-30,34.142857142857146
Americus,Ozone,2006-08-06,47.285714285714285
Americus,Ozone,2006-08-13,42.285714285714285
Americus,Ozone,2006-08-20,46.285714285714285
Americus,Ozone,2006-08-27,42.0
Americus,Ozone,2006-09-03,38.857142857142854
Americus,Ozone,2006-09-10,37.42857142857143
Americus,Ozone,2006-09-17,44.0
Americus,Ozone,2006-09-24,42.0
Americus,Ozone,2006-10-01,51.714285714285715
Americus,Ozone,2006-10-08,59.42857142857143
Americus,Ozone,2006-10-15,45.142857142857146
Americus,Ozone,2006-10-22,36.42857142857143
Americus,Ozone,2006-10-29,33.57142857142857
Americus,Ozone,2006-11-05,44.0
Americus,Ozone,2007-03-04,41.0
Americus,Ozone,2007-03-11,64.0
Americus,Ozone,2007-03-18,53.714285714285715
Americus,Ozone,2007-03-25,60.857142857142854
Americus,Ozone,2007-04-01,45.42857142857143
Americus,Ozone,2007-04-08,40.142857142857146
Americus,Ozone,2007-04-15,48.142857142857146
Americus,Ozone,2007-04-22,63.857142857142854
Americus,Ozone,2007-04-29,56.285714285714285
Americus,Ozone,2007-05-06,60.333333333333336
Americus,Ozone,2007-05-13,61.285714285714285
Americus,Ozone,2007-05-20,73.57142857142857
Americus,Ozone,2007-05-27,63.142857142857146
Americus,Ozone,2007-06-03,48.142857142857146
Americus,Ozone,2007-06-10,49.5
Americus,Ozone,2007-06-17,60.142857142857146
Americus,Ozone,2007-06-24,83.85714285714286
Americus,Ozone,2007-07-01,45.0
Americus,Ozone,2007-07-08,42.666666666666664
Americus,Ozone,2007-07-15,45.0
Americus,Ozone,2007-07-22,42.857142857142854
Americus,Ozone,2007-07-29,45.142857142857146
Americus,Ozone,2007-08-05,52.42857142857143
Americus,Ozone,2007-08-12,54.5
Americus,Ozone,2007-08-19,93.57142857142857
